Plaats,Volgnummer,Puntnaam,Puntnummer,Omschrijving,datum,richting vanuit,X,Y,Picture,Opmerkingen,Personen,Voertuigen,Nakijken
Sint-Michielsgestel,11,St. Michielsgestel 2,459…,R.K.K. Sint-Michielsgestel,13332,W,152641.6,405765.66,Sint-Michielsgestel%2011.jpg,,,,
Sint-Oedenrode,1,St. Oedenrode 1,510207,H.K. Knoptoren Sint-Oedenrode,1319,ZO,160749.45,397422.51,Sint-Oedenrode%2001.jpg,,,,
Sint-Oedenrode,2,St. Oedenrode 1,510207,H.K. Knoptoren Sint-Oedenrode,,,160749.45,397422.51,Sint-Oedenrode%2002.jpg,,,,
Sint-Oedenrode,3,St. Oedenrode 3,510…,R.K.K. Sint-Oedenrode,1937,N,160100.34,397145.92,Sint-Oedenrode%2003.jpg,,,,
Sint-Oedenrode,4,,510331,Hoogspanningsmast,1979,,164923.92,396059.46,Sint-Oedenrode%2004.jpg,,,,
Sint-Oedenrode,5,,510331,Hoogspanningsmast,,,164923.92,396059.46,Sint-Oedenrode%2005.jpg,Lieshoutseweg,,,
Sint-Oedenrode,6,St. Oedenrode 4,510301,Damianus-stichting,,W,160029.7,399810.24,Sint-Oedenrode%2006.jpg,,,,
Sint-Oedenrode,7,,510331,Hoogspanningsmast,,,164923.92,396059.46,Sint-Oedenrode%2007.jpg,Lieshoutseweg,,,
Sint-Oedenrode,8,St. Oedenrode 1,510207,H.K. Knoptoren Sint-Oedenrode,1937,ZW,160749.45,397422.51,Sint-Oedenrode%2008.jpg,,,,
Sint-Oedenrode,9,St. Oedenrode 1,510207,H.K. Knoptoren Sint-Oedenrode,1939,ZO,160749.45,397422.51,Sint-Oedenrode%2009.jpg,,,,
Sint-Oedenrode,10,St. Oedenrode 3,510…,R.K.K. Sint-Oedenrode,1937,NW,160100.34,397145.92,Sint-Oedenrode%2010.jpg,,,,
Sirjansland,1,Oosterland 2,439319,H.K. Sirjansland,29 juni,ZO,61268,410610.91,Sirjansland%2001.jpg,,,,
Sirjansland,2,,439…,"Hulppunt ""Dijkwater""",1973,,61268,410610.91,Sirjansland%2002.jpg,,,,
Sirjansland,3,Oosterland 2,439319,H.K. Sirjansland,1973,,61268,410610.91,Sirjansland%2003.jpg,,,,
Sirjansland,4,Oosterland 3,439801,Kustlicht,17715,W,62659.26,411144,Sirjansland%2004.jpg,,,,
Sirjansland,5,,439319,H.K. Sirjansland,,,61268,410610.91,Sirjansland%2005.jpg,,,,
Sirjansland,6,,439…,"Hulppunt ""Dijkwater""",1973,,61268,410610.91,Sirjansland%2006.jpg,,,,
Sittard,1,Sittard 1,609111,R.K.K. H. Petrus Sittard,1948,ZW,188741.06,334466.68,Sittard%2001.jpg,,,,
Sittard,2,Sittard 1,609111,R.K.K. H. Petrus Sittard,30 september 1892,NW,188741.06,334466.68,Sittard%2002.jpg,,,,
Sittard,3,Sittard 15,609335,Paulus St. Watersley Sittard,1952,Z,189967.79,332366.51,Sittard%2003.jpg,,,,
Sittard,4,Sittard 11,609…,R.K.K. Basiliek van O.L.V. v.h. Heilig Hart,,,188913.5,334499.29,Sittard%2004.jpg,,,,
Sittard,5,Sittard 11,609…,R.K.K. Basiliek van O.L.V. v.h. Heilig Hart,1958,Z,188913.5,334499.29,Sittard%2005.jpg,,,,
Sittard,6,Sittard 9,609…,R.K. Ziekenhuis Sittard,1951,W,188359.05,334855,Sittard%2006.jpg,,,,
Sittard,7,Sittard 1,609111,R.K.K. H. Petrus Sittard,30 september 1892,NW,188741.06,334466.68,Sittard%2007.jpg,,,,
Slagharen,1,Hardenberg 29,229…,R.K.K. Slagharen,22153,W,234148.51,516131.91,Slagharen%2001.jpg,,,,
Slagharen,2,Slagharen 1,229…,R.K.K. Slagharen,4255,,234148.51,516131.91,Slagharen%2002.jpg,,,,
Slappeterp,1,Menaldumadeel 16,050…,H.K. Slappeterp,,N,170544.03,580794.48,Slappeterp%2001.jpg,,,,
Sleen,1,Sleen 1,170101,H.K. Sleen,9404,,250502.73,533010.68,Sleen%2001.jpg,,,,
Sleen,2,Sleen 3,170…,Boerderij Kibbelveen,1939,N,249493.75,537119.71,Sleen%2002.jpg,,,,
Sleen,3,Sleen 1,170101,H.K. Sleen,1956,,250502.73,533010.68,Sleen%2003.jpg,,,,
Sleen,4,Sleen 1,170101,H.K. Sleen,23 april 1894,ZW,250502.73,533010.68,Sleen%2004.jpg,,,,
Sleen,5,Sleen 1,170101,H.K. Sleen,4599,ZW,250502.73,533010.68,Sleen%2005.jpg,,,,
Sleen,6,Sleen 1,170101,H.K. Sleen,8263,ZW,250502.73,533010.68,Sleen%2006.jpg,,,,
Sleen,7,Sleen 1,170101,H.K. Sleen,9404,W/ZW,250502.73,533010.68,Sleen%2007.jpg,,,,
Slenaken,1,Slenaken 1,629317,R.K.K. Slenaken,1687,ZW,188526.35,308784.36,Slenaken%2001.jpg,,,,
Sliedrecht,1,Sliedrecht 2,389…,Watertoren Sliedrecht,1963,,114511.98,425808.83,Sliedrecht%2001.jpg,,,,
Sliedrecht,2,Sliedrecht 1,389201,H.K. Sliedrecht,1963,,112540.73,426129.21,Sliedrecht%2002.jpg,,,,
Sliedrecht,3,Sliedrecht 1,389201,H.K. Sliedrecht,1963,,112540.73,426129.21,Sliedrecht%2003.jpg,,,,
Sliedrecht,4,Sliedrecht 2,389…,Watertoren Sliedrecht,6086,Z,114511.98,425808.83,Sliedrecht%2004.jpg,,,,
Sliedrecht,5,Sliedrecht 1,389201,H.K. Sliedrecht,1907,,112540.73,426129.21,Sliedrecht%2005.jpg,,,,
Slikkeveer,1,,389319,H. K.Wilhelminakerk Slikkerveer,1983,,101635.17,433493.81,Slikkeveer%2001.jpg,,,,
Slochteren,1,,70111,H.K. Slochteren,7810,O/NO,249239.02,581107.04,Slochteren%2001.jpg,,,,
Slochteren,2,,70111,H.K. Slochteren,1958,,249239.02,581107.04,Slochteren%2002.jpg,,,,
Slochteren,3,,70111,H.K. Slochteren,1958,,249239.02,581107.04,Slochteren%2003.jpg,,,,
Slochteren,4,,70111,H.K. Slochteren,1958,,249239.02,581107.04,Slochteren%2004.jpg,,,,
Slochteren,5,Slochteren 2,70310,Kasteel Fraeijlemaborg,,NW,250012.06,581919.93,Slochteren%2005.jpg,,,,
Slochteren,6,,70111,H.K. Slochteren,,,249239.02,581107.04,Slochteren%2006.jpg,,,,
Slochteren,7,,70111,H.K. Slochteren,,,249239.02,581107.04,Slochteren%2007.jpg,,,,
Slootdorp,1,,140311,G.K. Slootdorp,,,127183.48,539724.69,Slootdorp%2001.jpg,,,,
Slootdorp,2,,140…,R.K.K. Slootdorp,,NW,126992.93,539517.11,Slootdorp%2002.jpg,,,,
Slootdorp,3,,140311,G.K. Slootdorp,,ZW,127183.48,539724.69,Slootdorp%2003.jpg,,,,
Slootdorp,4,,140311,G.K. Slootdorp,,,127183.48,539724.69,Slootdorp%2004.jpg,,,,
Slootdorp,5,,140311,G.K. Slootdorp,,,127183.48,539724.69,Slootdorp%2005.jpg,,,,
Sloten (NH),1,Sloten (NH) 2,259204,H.K. Sloten,5745,W,114822.01,483966.54,Sloten%20%28NH%29%2001.jpg,,,,
Sloten (NH),2,"Sloten (NH) 1, Amstrerdam 112",259...,R.K.K. Sloten,5743,ZO,114968.74,483910.58,Sloten%20%28NH%29%2002.jpg,,,,
Sloterdijk,1,Amsterdam 121,259...,H.K. Sloterdijk,,,118182.13,488899.36,Sloterdijk%2001.jpg,,,,
Sloterdijk,2,Sloterdijk 1,259...,H.K. Sloterdijk,5681,Z,118182.13,488899.36,Sloterdijk%2002.jpg,,,,
Sloterdijk,3,Sloterdijk 2,259316,R.K.K. Sloterdijk,5684,W,118469.3,488492.12,Sloterdijk%2003.jpg,Adm. De Ruyterweg,,,
Sluipwijk,1,Sluipwijk 1,319301,H.K. Sluipwijk,1964,,110649.46,450330.25,Sluipwijk%2001.jpg,,,,
Sluipwijk,2,Sluipwijk 1,319301,H.K. Sluipwijk,1964,,110649.46,450330.25,Sluipwijk%2002.jpg,,,,
Sluipwijk,3,Sluipwijk 1,319301,H.K. Sluipwijk,4918,ZW,110649.46,450330.25,Sluipwijk%2003.jpg,,,,
Sluis,1,Sluis 11,530…,Seminarie St. Augustinus Sluis,19475,Z/ZO,14979.78,371000.31,Sluis%2001.jpg,,,,
Sluis,2,Sluis 8,530…,Brandweerkazerne Sluis,19171,,15514.09,370823.3,Sluis%2002.jpg,,,,
Sluis,3,Sluis 9,530203,R.K.K. Sluis,22391,ZO,15459.97,370625.28,Sluis%2003.jpg,,,,
Sluis,4,Sluis 9,530203,R.K.K. Sluis,,,15459.97,370625.28,Sluis%2004.jpg,,,,
Sluis,5,Sluis 9,530203,R.K.K. Sluis,17007,O,15459.97,370625.28,Sluis%2005.jpg,,,,
Sluis,6,Sluis 9,530203,R.K.K. Sluis,19168,O,15459.97,370625.28,Sluis%2006.jpg,,,,
Sluis,7,Sluis 7,530…,H.K. Sluis,19146,N,15468.15,370869.92,Sluis%2007.jpg,,,,
Sluiskil,1,Terneuzen 8,540…,R.K. Ziekenhuis Sluiskil,19556,N/NO,46761.8,367041.26,Sluiskil%2001.jpg,,,,
Sluiskil,2,Terneuzen 8,540…,R.K. Ziekenhuis Sluiskil,19556,ZO,46761.8,367041.26,Sluiskil%2002.jpg,,,,
Sluiskil,3,Terneuzen 8,540…,R.K. Ziekenhuis Sluiskil,1961,N,46761.8,367041.26,Sluiskil%2003.jpg,,,,
Smackt,1,Smackt 2,529…,R.K.K. Smackt,1900,,197754.42,397900.46,Smackt%2001.jpg,,,,
Smilde,1,Smilde 6,129302,Aardappelmeelfabriek Smilde,1952,W/ZW,225446.12,553352.86,Smilde%2001.jpg,,,,
Smilde,2,Smilde 1,129201,H.K. Smilde,8189,W,226196.52,551905.07,Smilde%2002.jpg,,,,
Smilde,3,,179313,TV-toren Smilde,,,223377.56,546665.46,Smilde%2003.jpg,,,,
Sneek,1,Sneek 8,100…,Wouda' s meelfabriek,,ZW,173553.95,560431.35,Sneek%2001.jpg,,,,
Sneek,2,Sneek 3,100…,R.K.K. Sneek,,O,173473.94,560406,Sneek%2002.jpg,,,,
Sneek,3,Sneek 1,100111,H.K. St. Martinikerk,1950,ZW,173204.9,560585.39,Sneek%2003.jpg,,,,
Sneek,4,Sneek 1,100111,H.K. St. Martinikerk,548,,173204.9,560585.39,Sneek%2004.jpg,,,,
Sneek,5,Sneek 2,100…,Watertoren Sneek,,,173039.48,560114.36,Sneek%2005.jpg,Twee foto's,,,
Snekermeer,1,Wijmbritseradeel 32,100313,Starttoren Snekermeer,1972,,178131.9,559633.3,Snekermeer%2001.jpg,,,,
Snekermeer,2,Wijmbritseradeel 32,100313,Starttoren Snekermeer,1953,ZW,178131.9,559633.3,Snekermeer%2002.jpg,,,,
Snekermeer,3,Wijmbritseradeel 32,100313,Starttoren Snekermeer,1972,,178131.9,559633.3,Snekermeer%2003.jpg,Drie foto's,,,
Soest,1,Soest 9,329…,"G.K. Soesterbergstraat, Soest",15089,NO,149591.71,464404.49,Soest%2001.jpg,,,,
Soest,2,Soest 2,329344,R.K.K. Soest,1917,,149354.53,465955.31,Soest%2002.jpg,,,,
Soest,3,Soest 1,329204,H.K. Soest,1977,,149848.7,465043.09,Soest%2003.jpg,,,,
Soest,4,Soest 2,329344,R.K.K. Soest,1977,,149354.53,465955.31,Soest%2004.jpg,,,,
Soest,5,Soest 8,329321,R.K.K. Willibrordusstr. Soest,1977,,149206.7,463667.17,Soest%2005.jpg,,,,
Soest,6,Soest 4,329802,Watertoren Soest,12241,W,148407.94,466135.85,Soest%2006.jpg,,,,
Soest,7,Soest 1,329204,H.K. Soest,2799,W,149848.7,465043.09,Soest%2007.jpg,,,,
Soest,8,Soest 8,329321,R.K.K. Willibrordusstr. Soest,15088,NW,149206.7,463667.17,Soest%2008.jpg,,,,
Soestdijk,1,Soest 5,329325,R.K.K. Soestdijk,1941,Z,148019.93,466686.66,Soestdijk%2001.jpg,,,,
Soestduinen,1,,329343,Emailfabriek de Kat,1977,,148665.13,461986.77,Soestduinen%2001.jpg,Twee foto's,,,
Soestduinen,2,,329343,Emailfabriek de Kat,14852,Z,148665.13,461986.77,Soestduinen%2002.jpg,,,,
Soestduinen,3,Soest 6,329…,Utrechtse Waterleiding Mij,14839,ZO,149348.83,460522.74,Soestduinen%2003.jpg,,,,
Soestduinen,4,,329343,Emailfabriek de Kat,1977,,148665.13,461986.77,Soestduinen%2004.jpg,Twee foto's,,,
Soesterberg,1,,329314,Klooster Cenakel Soesterberg,,NW,148812.3,459495.24,Soesterberg%2001.jpg,,,,
Soesterberg,2,Soest 6,329…,R.K.K. Soesterberg,15100,N,147519.46,458957.06,Soesterberg%2002.jpg,,,,
Soesterberg,3,,329314,Klooster Cenakel Soesterberg,1977,,148812.3,459495.24,Soesterberg%2003.jpg,,,,
Soesterberg,4,,329314,Klooster Cenakel Soesterberg,1977,,148812.3,459495.24,Soesterberg%2004.jpg,Twee foto's,,,
Someren,1,Someren 1,510303,R.K.K. Someren,1979,,177714.06,376893.11,Someren%2001.jpg,,,,
Someren,2,Someren 1,510303,R.K.K. Someren,1979,,177714.06,376893.11,Someren%2002.jpg,,,,
Someren,3,Someren 2,510303,R.K.K. Someren,11555,O,177714.06,376893.11,Someren%2003.jpg,,,,
Somerensche Heide,1,,510329,R.D. Steen Somerensche Heide,1979,,173865.99,376833.55,Somerensche%20Heide%2001.jpg,,,,
Somerensche Heide,2,,510329,R.D. Steen Somerensche Heide,1979,,173865.99,376833.55,Somerensche%20Heide%2002.jpg,,,,
Sommelsdijk,1,Sommelsdijk 1,439…,H.K. Sommelsdijk,18111,W,69671.33,419657.2,Sommelsdijk%2001.jpg,,,,
Sommelsdijk,2,Sommelsdijk 1,439…,H.K. Sommelsdijk,3122,,69671.33,419657.2,Sommelsdijk%2002.jpg,,,,
Sommelsdijk,3,Sommelsdijk 2,439314,Watertoren Sommelsdijk,18111,Z,67535.21,418699.26,Sommelsdijk%2003.jpg,,,,
Son,1,Son 1,510…,R.K.K. Son,,,162422.47,391249.12,Son%2001.jpg,,,,
Son,2,Son 1,510…,R.K.K. Son,,,162422.47,391249.12,Son%2002.jpg,,,,
Spaarndam,1,Haarlem 35,259...,H.K. Spaarndam,,W,106676.56,492090.51,Spaarndam%2001.jpg,,,,
Spaarndam,2,Haarlemmerliede 2,259...,R.K. hulpkerk,2 oktober 1935,ZW,107237.44,491892.04,Spaarndam%2002.jpg,Veldweg,,,
Spaarnwoude,1,Spaarnwoude 1,259209,H.K. Spaarnwoude,1969,,107810.94,490973.75,Spaarnwoude%2001.jpg,,,,
Spaarnwoude,2,Spaarnwoude 1,259209,H.K. Spaarnwoude,1969,,107810.94,490973.75,Spaarnwoude%2002.jpg,,,,
Spaarnwoude,3,Spaarnwoude 1,259209,H.K. Spaarnwoude,3479,Z,107810.94,490973.75,Spaarnwoude%2003.jpg,,,,
Spaarnwoude,4,Spaarnwoude 1,259209,H.K. Spaarnwoude,11856,Z,107810.94,490973.75,Spaarnwoude%2004.jpg,,,,
Spakenburg,1,Spakenburg 1,329335,G.K. Spakenburg,1917,,154352.79,473741.5,Spakenburg%2001.jpg,,,,
Spakenburg,2,Bunschoten 3,329335,G.K. Spakenburg,,ZW,154352.79,473741.5,Spakenburg%2002.jpg,,,,
Spanbroek,1,Opmeer 5,190323,H.K. Spanbroek,1972,,125009.49,523479.66,Spanbroek%2001.jpg,,,,
Spankeren,1,Rheden 12,330307,Gelderse Toren Spankeren,15577,ZW,206229.12,452814.51,Spankeren%2001.jpg,,,,
Spankeren,2,Rheden 12,330307,Gelderse Toren Spankeren,,,206229.12,452814.51,Spankeren%2002.jpg,,,,
Spankeren,3,Spankeren 1,330306,H.K. Spankeren,4919,W,204867.94,452412.35,Spankeren%2003.jpg,,,,
Spankeren,4,Spankeren 2,330307,Gelderse Toren Spankeren,4928,W,206229.12,452814.51,Spankeren%2004.jpg,,,,
Spannenburg,1,,150309,P.T.T. toren Spannenburg,,,175963.71,546929.68,Spannenburg%2001.jpg,,,,
Spannenburg,2,,150309,P.T.T. toren Spannenburg,,,175963.71,546929.68,Spannenburg%2002.jpg,,,,
Spannum,1,Hennaderadeel 11,100334,H.K. Spannum,1960,Z,169723.97,572991.93,Spannum%2001.jpg,,,,
Spaubeek,1,Schinnen 7,609324,Retraitehuis St. Ignatius,1951,,187438.3,328608.73,Spaubeek%2001.jpg,,,,
Spaubeek,2,Spaubeek 4,609321,R.K.K. Spaubeek,11564,ZW,186890.85,327693.84,Spaubeek%2002.jpg,,,,
Spekholzerheide,1,,629…,R.K.K. Spekholzerheide,,,199992.04,318654.74,Spekholzerheide%2001.jpg,,,,
Spier,1,Beilen 12,179806,Luchtwachttoren,,,228948.73,537283.05,Spier%2001.jpg,,,,
Spierdijk,1,Spierdijk 1,190315,R.K.K. Spierdijk,1938,Z,124841.28,518039.34,Spierdijk%2001.jpg,,,,
Spijk (Gld),1,Spijk (Gld) 1,400301,R.K.K. Spijk,1978,,207615.85,429324.35,Spijk%20%28Gld%29%2001.jpg,,,,
Spijk (Gld),2,,400330,Steen R.D. grenspaal N660 Spijk,1978,,208668.98,428833.04,Spijk%20%28Gld%29%2002.jpg,,,,
Spijk (Gld),3,Spijk (Gld) 1,400301,R.K.K. Spijk,1978,,207615.85,429324.35,Spijk%20%28Gld%29%2003.jpg,,,,
Spijk (Gld),4,,400330,Steen R.D. grenspaal N660 Spijk,1978,,208668.98,428833.04,Spijk%20%28Gld%29%2004.jpg,,,,
Spijk (Gld),5,Spijk (Gld) 1,400301,R.K.K. Spijk,,W,207615.85,429324.35,Spijk%20%28Gld%29%2005.jpg,,,,
Spijk (Gld),6,Spijk (Gld) 1,400301,R.K.K. Spijk,,W,207615.85,429324.35,Spijk%20%28Gld%29%2006.jpg,,,,
Spijk (Gr),1,Bierum 4,30304,H.K. Spijk,1942,W,251446.57,601413.39,Spijk%20%28Gr%29%2001.jpg,,,,
Spijk (Gr),2,Bierum 5,030…,G.K. Spijk,1942,W,251433.01,601282.6,Spijk%20%28Gr%29%2002.jpg,,,,
Spijk (Zh),1,Heukelum 5,380309,H.K. Spijk,6397,NO,128899.49,429858.99,Spijk%20%28Zh%29%2001.jpg,,,,
Spijk (Zh),2,Heukelum 5,380309,H.K. Spijk,23132,,128899.49,429858.99,Spijk%20%28Zh%29%2002.jpg,,,,
Spijkenisse,1,Spijkenisse 1,370307,H.K. Spijkenisse,4890,NW,81797.44,429632.79,Spijkenisse%2001.jpg,,,,
Spoordonk,1,,519319,R.K.K. Spoordonk,1979,,146804.37,392193.74,Spoordonk%2001.jpg,,,,
Spoordonk,2,,519319,R.K.K. Spoordonk,1979,,146804.37,392193.74,Spoordonk%2002.jpg,,,,
Spork,1,,419317,R.K.K. Spork,,,235931.49,431172.98,Spork%2001.jpg,,,,
Spork,2,,419317,R.K.K. Spork,,,235931.49,431172.98,Spork%2002.jpg,,,,
Spork,3,,419317,R.K.K. Spork,,,235931.49,431172.98,Spork%2003.jpg,,,,
Spork,4,,419317,R.K.K. Spork,,,235931.49,431172.98,Spork%2004.jpg,,,,
Spork,5,,419317,R.K.K. Spork,,,235931.49,431172.98,Spork%2005.jpg,,,,
Sprundel,1,Rucphen 3,509310,R.K.K. Sprundel,1947,NO,100478,394626.92,Sprundel%2001.jpg,,,,
Staatsmijn Beatrix,1,,580…,Antennemast,1980,,207997.52,354956.02,Staatsmijn%20Beatrix%2001.jpg,,,,
Stabroek (B),1,Stabroek (B) 2,490303,R.K.K. Stabroek,19572,ZW,83770.2,371848.26,Stabroek%20%28B%29%2001.jpg,,,,
Stabroek (B),2,Stabroek (B) 2,490303,R.K.K. Stabroek,,,83770.2,371848.26,Stabroek%20%28B%29%2002.jpg,,,,
Stabroek (B),3,Stabroek (B) 2,490303,R.K.K. Stabroek,,,83770.2,371848.26,Stabroek%20%28B%29%2003.jpg,,,,
Stad aan het Haringvliet,1,Stad aan 't Haringvliet 2,439312,H.K. Stad aan 't Haringvliet,,,75860.72,417314.03,Stad%20aan%20het%20Haringvliet%2001.jpg,twee foto's over elkaar,,,
Stadskanaal,1,Onstwedde 6,120304,G.K. Stadskanaal,,,259613.95,557264.49,Stadskanaal%2001.jpg,,,,
Stadskanaal,2,Onstwedde 6,120304,G.K. Stadskanaal,,W,259613.95,557264.49,Stadskanaal%2002.jpg,Poststraat,,,
Stadskanaal,3,,120202,H.K. Stadskanaal,8259,,258170.23,558740.05,Stadskanaal%2003.jpg,,,,
Stadskanaal,4,Onstwedde 7,139305,H.K. Oosterkade Stadskanaal,1939,N,260932.71,555798.71,Stadskanaal%2004.jpg,,,,
Stadskanaal,5,Onstwedde 7,139305,H.K. Oosterkade Stadskanaal,1979,,260932.71,555798.71,Stadskanaal%2005.jpg,,,,
Stadtlohn (Dld),1,,410202,R.K.K. Stadtlohn,,,260099.45,446051.78,Stadtlohn%20%28Dld%29%2001.jpg,,,,
Stadtlohn (Dld),2,,410202,R.K.K. Stadtlohn,,,260099.45,446051.78,Stadtlohn%20%28Dld%29%2002.jpg,,,,
Stadtlohn (Dld),3,,410202,R.K.K. Stadtlohn,,,260099.45,446051.78,Stadtlohn%20%28Dld%29%2003.jpg,,,,
Stampersgat,1,Oud en Nieuw Gastel 2,430304,R.K.K. Stampersgat,17654,ZW,89758.8,403158.55,Stampersgat%2001.jpg,,,,
Stampersgat,2,Stampersgat 2,430304,R.K.K. Stampersgat,12663,Z,89758.8,403158.55,Stampersgat%2002.jpg,,,,
Stampersgat,3,Stampersgat 2,430304,R.K.K. Stampersgat,12663,ZO,89758.8,403158.55,Stampersgat%2003.jpg,,,,
Standdaarbuiten,1,Standdaarbuiten 2,430303,R.K.K. Standdaarbuiten,17654,Z,94507.68,402899.06,Standdaarbuiten%2001.jpg,,,,
Standdaarbuiten,2,Standdaarbuiten 2,430303,R.K.K. Standdaarbuiten,12663,O,94507.68,402899.06,Standdaarbuiten%2002.jpg,,,,
Standdaarbuiten,3,Standdaarbuiten 2,430303,R.K.K. Standdaarbuiten,12663,Z,94507.68,402899.06,Standdaarbuiten%2003.jpg,,,,
Staphorst,1,Staphorst 1,210309,H.K. Staphorst,,,210497.69,517875.37,Staphorst%2001.jpg,,,,
Staphorst,2,Staphorst 6,210310,Grasdrogerij Staphorstermaten,15496,ZO,205224.58,518935.34,Staphorst%2002.jpg,,,,
Staphorst,3,Staphorst 8,210312,Schoorsteen Gemeenteweg 388 Staphorst,15578,NW,214152.34,520210.21,Staphorst%2003.jpg,,,,
Staphorst,4,Staphorst 1,210309,H.K. Staphorst,4234,NO,210497.69,517875.37,Staphorst%2004.jpg,,,,
Staphorst,5,Staphorst 7,210…,Molen De Halfweg Gemeenteweg 374 Staphorst,15577,NW,213614.54,519819.45,Staphorst%2005.jpg,,,,
Staphorst,6,Staphorst 5,210…,"Zuivelfabriek ""Ons Belang""",15572,ZW,211610.76,518606.1,Staphorst%2006.jpg,,,,
Staphorst,7,Staphorst 1,210309,H.K. Staphorst,15571,O,210497.69,517875.37,Staphorst%2007.jpg,,,,
Stavenisse,1,Stavenisse 1,420202,H.K. Stavenisse,3545,,59692.87,400605.21,Stavenisse%2001.jpg,,,,
Stavenisse,2,Stavenisse 1,420202,H.K. Stavenisse,17746,Z,59692.87,400605.21,Stavenisse%2002.jpg,,,,
Stavenisse,3,Stavenisse 1,420202,H.K. Stavenisse,10005,Z,59692.87,400605.21,Stavenisse%2003.jpg,,,,
Stavoren,1,Stavoren 1,159111,H.K. Stavoren,1959,ZO,153185.11,543886.33,Stavoren%2001.jpg,,,,
Stavoren,2,Stavoren 1,159111,H.K. Stavoren,,,153185.11,543886.33,Stavoren%2002.jpg,,,,
Stedum,1,Stedum 1,70206,H.K. Stedum,,,242042.7,593655.73,Stedum%2001.jpg,,,,
Stedum,2,Stedum 5,70206,H.K. Stedum,21732,ZO,242042.7,593655.73,Stedum%2002.jpg,,,,
Stedum,3,Stedum 1,70206,H.K. Stedum,5298,Z,242042.7,593655.73,Stedum%2003.jpg,,,,
Steenbergen,1,Steenbergen 1,430…,H.K. Steenbergen,21 augustus 1895,W,81141.945,400412.829,Steenbergen%2001.jpg,,,,
Steenbergen,2,Steenbergen 3,430201,R.K.K. Steenbergen,12663,O,80897.34,400465.22,Steenbergen%2002.jpg,,,,
Steenbergen,3,Steenbergen 10,430...,Vlasfabriek 'Dinteloord',17654,Z,82608.9,402083.86,Steenbergen%2003.jpg,,,,
Steendam,1,Slochteren 10,70312,Brug over afwateringskanaal Steendam,21732,NW,252051.1,588427.93,Steendam%2001.jpg,,,,
Steenderen,1,Steenderen 2,330...,R.K.K. Steenderen,4919,W,209855.53,453243.12,Steenderen%2001.jpg,,,,
Steenderen,2,Steenderen 7,330…,Huis Brummense Veer,15545,ZW,208895.68,455074.86,Steenderen%2002.jpg,,,,
Steensel,1,Steensel 1,519202,Alleenstaande toren Steensel,1964,,152488.35,376573.15,Steensel%2001.jpg,,,,
Steensel,2,Steensel 1,519202,R.K.K. Steensel,968,W,152488.35,376573.15,Steensel%2002.jpg,,,,
Steensel,3,Steensel 1,519202,R.K.K. Steensel,12225,ZW,152488.35,376573.15,Steensel%2003.jpg,,,,
Steenwijk,1,Steenwijk 1,160101,H.K. Steenwijk,31524,,204085.17,533633.16,Steenwijk%2001.jpg,,,,
Steenwijk,2,Steenwijk 1,160101,H.K. Steenwijk,31524,,204085.17,533633.16,Steenwijk%2002.jpg,,,,
Steenwijk,3,Steenwijk 5,160…,Houtzagerij fa. Wicherson en zn Steenwijk,,W,203028.75,533613.88,Steenwijk%2003.jpg,,,,
Steenwijk,4,Steenwijk 1,160101,H.K. Steenwijk,1314,W,204085.17,533633.16,Steenwijk%2004.jpg,,,,
Steenwijk,5,Steenwijk 1,160101,H.K. Steenwijk,8194,NW,204085.17,533633.16,Steenwijk%2005.jpg,,,,
Steenwijkerwold,1,Steenwijkerwold 6,160…,Coöp. Zuivelfabriek Ons Belang,1943,O,203027.55,534112.38,Steenwijkerwold%2001.jpg,,,,
Steenwijkerwold,2,Steenwijkerwold 8,169…,Bewaarplaats voor Kunstschatten,,NW,198316.68,536357.89,Steenwijkerwold%2002.jpg,,,,
Steenwijkerwold,3,Steenwijkerwold 12,160309,Legerplaats Havelte,1952,ZO,209740.76,534574.53,Steenwijkerwold%2003.jpg,,,,
Steenwijksmoer,1,Coevorden 6,220308,R.K.K. Steenwijksmoer,,Z,243712.41,521122.43,Steenwijksmoer%2001.jpg,,,,
Steggerda,1,Weststellingwerf 21,160315,H.K. Steggerda,1952,NW,201555.04,541727.74,Steggerda%2001.jpg,,,,
Steggerda,2,Weststellingwerf 17,160314,R.K.K. Steggerda,1960,,200164.51,540651.93,Steggerda%2002.jpg,,,,
Steggerda,3,Weststellingwerf 17,160314,R.K.K. Steggerda,1952,Z,200164.51,540651.93,Steggerda%2003.jpg,,,,
Steijl,1,Tegelen 12,580...,Klooster Nazareth van de Benedictinessen van Altijddurende Bijstand,1952,ZO/O,207602.38,372462.54,Steijl%2001.jpg,twee foto' s,,,
Steijl,2,Tegelen 13,580...,"Missiehuis Paters van het Goddelijk Woord, Steijl",1952,W,205963.95,371939.25,Steijl%2002.jpg,,,,
Steijl,3,Steijl 3,580314,R.K.K. Steijl,11933,NW,206363.24,371851.09,Steijl%2003.jpg,,,,
Steijl,4,Tegelen 8,580...,"St. Josephklooster van de Zusters van de Goddelijke Voorzienigheid, Steijl",1952,Z,206094.69,371313.33,Steijl%2004.jpg,,,,
Steijl,5,Tegelen 11,580...,Missiehuis van de Zusters van de H. Geest,,,206359.92,372253.36,Steijl%2005.jpg,,,,
Stellendam,1,Stellendam 3,439315,H.K. Stellendam,,,61283.49,424981.27,Stellendam%2001.jpg,,,,
