Plaats,Volgnummer,Puntnaam,Puntnummer,Omschrijving,datum,richting vanuit,X,Y,Picture,Opmerkingen,Personen,Voertuigen,Nakijken
Hezingen,1,,280326,RD steen Brandtoren ,1984,,255966.42,495642.57,Hezingen%2001.jpg,,,,
Hiaure,1,West-Dongeradeel 12,69206,H.K. Hiaure,30 juni 1925,ZO,193993.32,595875.9,Hiaure%2001.jpg,,,,
Hiaure,2,West-Dongeradeel 12,69206,H.K. Hiaure,1960,,193993.32,595875.9,Hiaure%2002.jpg,,,,
Hichtum,1,Wonseradeel 19,100324,H.K. Hichtum,1946,Z,164207.05,566088.49,Hichtum%2001.jpg,,,,
Hien,1,Dodewaard 3,390327,H.K. Hien,1943,ZW,174267.08,435544.83,Hien%2001.jpg,,,,
Hien,2,Dodewaard 3,390327,H.K. Hien,1943,Z,174267.08,435544.83,Hien%2002.jpg,,,,
Hien,3,Dodewaard 3,390327,H.K. Hien,1974,,174267.08,435544.83,Hien%2003.jpg,,,,
Hierden,1,Harderwijk 4,260803,H.K. Hierden,1942,ZO,174740.66,485552.38,Hierden%2001.jpg,,,,
Hierden,2,Ermelo 25,260312,Kasteel Essenburg,1942,ZO,176175.06,485727.78,Hierden%2002.jpg,,,,
Hijlaard,1,,50302,H.K. Hijlaard,1960,,176725.36,575504.81,Hijlaard%2001.jpg,,,,
Hijlaard,2,,50302,H.K. Hijlaard,1960,Z,176725.36,575504.81,Hijlaard%2002.jpg,,,,
Hijlaard,3,,50302,H.K. Hijlaard,1960,,176725.36,575504.81,Hijlaard%2003.jpg,,,,
Hijum,1,Leeuwarderadeel 6 ,69315,H.K. Hijum,1960,W,180345.17,589551.65,Hijum%2001.jpg,,,,
Hijum,2,Leeuwarderadeel 7 ,069...,G.K. Hijum,1941,NW,180290.81,589416.03,Hijum%2002.jpg,,,,
Hijum,3,Leeuwarderadeel 6 ,69315,H.K. Hijum,1941,NNW,180345.17,589551.65,Hijum%2003.jpg,,,,
Hijum,4,Leeuwarderadeel 6 ,69315,H.K. Hijum,1960,,180345.17,589551.65,Hijum%2004.jpg,,,,
Hijum,5,Leeuwarderadeel 6 ,69315,H.K. Hijum,1960,,180345.17,589551.65,Hijum%2005.jpg,,,,
Hijum,6,Leeuwarderadeel 11,69315,H.K. Hijum,1960,,180345.17,589551.65,Hijum%2006.jpg,,,,
Hillegersberg,1,Hilligersberg 1,370334,H.K. Hillegersberg,3 augustus 1915,Z,93538.13,441266.38,Hillegersberg%2001.jpg,,,,
Hillegersberg,2,Hilligersberg 1,370334,H.K. Hillegersberg,1932,,93538.13,441266.38,Hillegersberg%2002.jpg,,,,
Hillegersberg,3,Hilligersberg 1,370334,H.K. Hillegersberg,28 oktober 1942,Z,93538.13,441266.38,Hillegersberg%2004.jpg,,,,
Hillegersberg,4,Hillegersberg 2,370333,R.K.K. Hillegersberg,15-Sep-32,W,92706.36,440165,Hillegersberg%2005.jpg,Statenplein,,,
Hillegom,1,Hillegom 6,240...,G.K. Hillegom Stationsweg,1949,W,99886.52,479173.97,Hillegom%2001.jpg,,,,
Hillegom,2,Hillegom 5,240...,R.K.K. Hillegom,1932,W,99755.02,478185.44,Hillegom%2002.jpg,,,,
Hillegom,3,Hillegom 2,240...,R.K.K. Hillegom H. Martinus,1940,W,99969.67,478873.94,Hillegom%2003.jpg,,,,
Hillegom,4,Hillegom 1,240201,H.K. Hillegom,1949,W,99775.92,478456.58,Hillegom%2004.jpg,,,,
Hillegom,5,Hillegom 1,240201,H.K. Hillegom,01-Sep-32,W,99775.92,478456.58,Hillegom%2005.jpg,,,,
Hillegom,6,Hillegom 1,240201,H.K. Hillegom,231 augustus 1910,W,99775.92,478456.58,Hillegom%2006.jpg,,,,
Hillegom,7,Hillegom 3,240302,Watertoren,24 juni 1927,ZW,99210.75,476530.79,Hillegom%2007.jpg,,,,
Hillensberg (Dld),1,Hillensberg (D),609361,Kerk Hillensberg (D),1952,NO,192026.3,332488.56,Hillensberg%20%28Dld%29%2001.jpg,,,,
Hillesluis,1,Hillesluis 1,370...,"G.K. Hillesluis, Putscheplein",26 mei 1916,ZO,93925.14,434612.6,Hillesluis%2001.jpg,,,,
Hillesluis,2,Hillesluis 2,370...,R.K.K. St. Franciscus Hillesluis,24 mei 1916,ZW,94091.49,435173.88,Hillesluis%2002.jpg,,,,
Hilvarenbeek,1,Hilvarenbeek 1,500207,R.K.K. Hilvarenbeek,19 juli 1933,ZW,137570.14,388491.57,Hilvarenbeek%2001.jpg,,,,
Hilvarenbeek,2,Hilvarenbeek 1,500207,R.K.K. Hilvarenbeek,18 augustus 1904,NW,137570.14,388491.57,Hilvarenbeek%2002.jpg,,,,
Hilversum,1,Hilversum 3,329...,Oud Katholieke Kerk,12 juni 1913,ZW,140474.21,471088.48,Hilversum%2001.jpg,Melkpad,,,
Hilversum,2,Hilversum 2,329...,H.K. Hilversum,13 juni 1913,Z,140224.66,470722.4,Hilversum%2002.jpg,Kerkbrink,,,
Hilversum,3,Hilversum 4,310318,Watertoren Hilversum,16 juni 1913,N,139747.32,471812.67,Hilversum%2003.jpg,,,,
Hilversum,4,Hilversum 4,310318,Watertoren Hilversum,1977,,139747.32,471812.67,Hilversum%2004.jpg,,,,
Hilversum,5,Hilversum 4,310318,Watertoren Hilversum,1977,,139747.32,471812.67,Hilversum%2005.jpg,,,,
Hilversum,6,Hilversum 6,329...,H.K. Hilversum,1917,,141136.9,471110.69,Hilversum%2006.jpg,Laarderweg,,,
Hilversum,7,Hilversum 6,329...,H.K. Hilversum,1917,,141136.9,471110.69,Hilversum%2007.jpg,Laarderweg,,,
Hilversum,8,Hilversum 5,329332,R.K.K. Naarderstraat Hilversum,1917,,140605.2,471353.36,Hilversum%2008.jpg,Naarderweg,,,
Hilversum,9,Hilversum 9,329...,Raadhuis ,1973,,140149.52,471248.6,Hilversum%2009.jpg,Koninginneweg,,,
Hilversum,10,Hilversum 9,329...,Raadhuis,11 augustus 1933,N,140149.52,471248.6,Hilversum%2010.jpg,,,,
Hilversum,11,Hilversum 1,329205,R.K.K. Hilversum,24 mei 1907,N,140757.81,470451.36,Hilversum%2011.jpg,,,,
Hilversum,12,Hilversum 7,310...,Boschdrift R.K.K.,1917,,139867.51,469637.97,Hilversum%2012.jpg,,,,
Hilversum,13,Hilversum 7,310...,Boschdrift R.K.K.,1973,,139867.51,469637.97,Hilversum%2013.jpg,,,,
Hindelopen,1,Hindeloopen 1,109301,H.K. Hindelopen,1959,NW,155753.07,550679.18,Hindelopen%2001.jpg,,,,
Hindelopen,2,Hindeloopen 1,109301,H.K. Hindelopen,13 juli 1914,W,155753.07,550679.18,Hindelopen%2002.jpg,,,,
Hindelopen,3,Hindeloopen 1,109301,H.K. Hindelopen,1950,NO,155753.07,550679.18,Hindelopen%2003.jpg,,,,
Hindelopen,4,Hindeloopen 1,109301,H.K. Hindelopen,1946,N,155753.07,550679.18,Hindelopen%2004.jpg,,,,
Hintham,1,Hintham 2,459313,R.K.K. Hintham,augustus 1936,NW,151710.5,412359.83,Hintham%2001.jpg,,,,
Hintham,2,Rosmalen 5,459313,R.K.K. Hintham,augustus 1936,NO,151710.5,412359.83,Hintham%2002.jpg,,,,
Hintham,3,Rosmalen 4,459…,H.K. Hintham,21337,O,151522.74,412418.71,Hintham%2003.jpg,,,,
Hippolytushoef,1,Hippolytushoef 1,140313,H.K. Hippolytushoef,mei 1939,NW,126393.4,546782.04,Hippolytushoef%2001.jpg,,,,
Hippolytushoef,2,Hippolytushoef 2,140...,R.K.K. Hippolytushoef,mei 1939,Z,126325.95,546718.39,Hippolytushoef%2002.jpg,,,,
Hippolytushoef,3,Hippolytushoef 1,140313,H.K. Hippolytushoef,1972,,126393.4,546782.04,Hippolytushoef%2003.jpg,,,,
Hitzum,1,Franekeradeel 2,050...,H.K. Hitzum,1941,NW,163823.62,575489.7,Hitzum%2001.jpg,,,,
Hobbelrade,1,Hobbelrade 1,609...,Steen R.D. Herikerberg,3 augustus 1931,Z,185989.12,327817.1,Hobbelrade%2001.jpg,,,,
Hobbelrade,2,Hobbelrade 1,609...,Steen R.D. Herikerberg,3 augustus 1931,O,185989.12,327817.1,Hobbelrade%2002.jpg,,,,
Hoch Elten (Dld),1,Hoch Elten (Dld) 1,400203,R.K.K. Hoch Elten (Dld),1957,NW,209027.92,430910.24,Hoch%20Elten%20%28Dld%29%2001.jpg,,,,
Hoch Elten (Dld),2,Hoch Elten (Dld) 1,400203,R.K.K. Hoch Elten (Dld),1958,NO,209027.92,430910.24,Hoch%20Elten%20%28Dld%29%2002.jpg,,,,
Hodenpijl,1,Hodenpijl 1,370...,R.K.K. H. Jacobus Hodenpijl,,,81763.07,444805.83,Hodenpijl%2001.jpg,,,,
Hodenpijl,2,Schipluiden 2,370...,R.K.K. H. Jacobus Hodenpijl,5665,O,81763.07,444805.83,Hodenpijl%2002.jpg,,,,
Hoedenskerke,1,Hoedenskerke 3,480309,H.K. Hoedenskerke,juni 1953,WZW,52424.9,382656.07,Hoedenskerke%2001.jpg,,,,
Hoek,1,Hoek 2,540318,H.K. Hoek,1953,,42788.57,370103.5,Hoek%2001.jpg,,,,
Hoek,2,Hoek 2,540318,H.K. Hoek,juli 1953,WZW,42788.57,370103.5,Hoek%2002.jpg,,,,
Hoek,3,Hoek 2,540318,H.K. Hoek,1976,,42788.57,370103.5,Hoek%2003.jpg,,,,
Hoek van Holland,1,Hoek van Holland 3,379805,Vuurtoren Hoek van Holland,16 juli 1915,W,68821.98,443644.42,Hoek%20van%20Holland%2001.jpg,,,,
Hoek van Holland,2,Hoek van Holland 5,379...,Hotel Vakantieoord Voorwaarts,23 juli 1934,NW,68499.12,445106.61,Hoek%20van%20Holland%2002.jpg,gesloopt,,,
Hoek van Holland,3,Hoek van Holland 6,379...,H.K. Hoek van Holland,24 juli 1934,ZW,68815.86,443846.59,Hoek%20van%20Holland%2003.jpg,,,,
Hoek van Holland,4,Hoek van Holland 6,379...,H.K. Hoek van Holland,24 juli 1934,NO,68815.86,443846.59,Hoek%20van%20Holland%2004.jpg,,,,
Hoek van Holland,5,Hoek van Holland 2 ,379…,Watertoren Hoek van Holland,3416,Z,68427.57,444164.67,Hoek%20van%20Holland%2005.jpg,,,,
Hoek van Holland,6,,379331,Hoge geleidelicht 107 gr.lijn,,,68822.06,443644.57,Hoek%20van%20Holland%2006.jpg,,,,
Hoek van Holland,7,,379327,Noorder Binnenhavenlicht,,,65492.18,445057.12,Hoek%20van%20Holland%2007.jpg,,,,
Hoek van Holland,8,,379327,Noorder Binnenhavenlicht,,,65492.18,445057.12,Hoek%20van%20Holland%2008.jpg,,,,
Hoek van Holland,9,,379331,Hoge geleidelicht 107 gr.lijn,1996,,68822.06,443644.57,Hoek%20van%20Holland%2009.jpg,,,,
Hoek van Holland,10,,379332,Meteo-post Rijkswaterstaat,,,68157.34,445563.05,Hoek%20van%20Holland%2010.jpg,,,,
Hoek van Holland,11,,379328,Hoge geleidelicht 116 gr.lijn,1975,,70116.79,441709.99,Hoek%20van%20Holland%2011.jpg,,,,
Hoek van Holland,12,,379328,Hoge geleidelicht 116 gr.lijn,1975,,70116.79,441709.99,Hoek%20van%20Holland%2012.jpg,,,,
Hoek van Holland,13,,379331,Hoge geleidelicht 107 gr.lijn,1975,,68822.06,443644.57,Hoek%20van%20Holland%2013.jpg,,,,
Hoek van Holland,14,,379331,Hoge geleidelicht 107 gr.lijn,1975,,68822.06,443644.57,Hoek%20van%20Holland%2014.jpg,,,,
Hoek van Holland,15,,379328,Hoge geleidelicht 116 gr.lijn,1975,,70116.79,441709.99,Hoek%20van%20Holland%2015.jpg,,,,
Hoek van Holland,16,,379331,Hoge geleidelicht 107 gr.lijn,,,68822.06,443644.57,Hoek%20van%20Holland%2016.jpg,,,,
Hoek van Holland,17,,379331,Hoge geleidelicht 107 gr.lijn,1996,,68822.06,443644.57,Hoek%20van%20Holland%2017.jpg,,,,
Hoeke (B),1,Hoeke 2,530304,R.K.K. Hoeke (B),1997,,11564.87,369054.77,Hoeke%20%28B%29%2001.jpg,,,,
Hoeke (B),2,Hoeke 2,530304,R.K.K. Hoeke (B),1961,,11564.87,369054.77,Hoeke%20%28B%29%2002.jpg,,,,
Hoenderberg,1,Hoendersberg Brandtoren,469334,Brandtoren Hoenderberg,1995,,190507.01,421429.85,Hoenderberg%2001.jpg,,,,
Hoenderberg,2,Hoendersberg Brandtoren,469334,Brandtoren Hoenderberg,1995,,190507.01,421429.85,Hoenderberg%2002.jpg,,,,
Hoenderberg,3,Hoendersberg Brandtoren,469334,Brandtoren Hoenderberg,1995,,190507.01,421429.85,Hoenderberg%2003.jpg,,,,
Hoenderberg,4,Hoendersberg Brandtoren,469334,Brandtoren Hoenderberg,1995,,190507.01,421429.85,Hoenderberg%2004.jpg,,,,
Hoenderloo,1,Apeldoorn 34,339806,Gesticht Eikenhof,,Z,188496.24,459610,Hoenderloo%2001.jpg,locatie niet exact te bepalen,,,
Hoenderloo,2,Hoenderloo 1,339310,H.K. Hoenderloo,1939,,188705.48,459200.32,Hoenderloo%2002.jpg,,,,
Hoenderloo,3,Hoenderloo 1,339310,H.K. Hoenderloo,21-Nov-21,ZW,188705.48,459200.32,Hoenderloo%2003.jpg,,,,
Hoenderloo,4,Ede 14,339303,Jachtslot St. Hubertus,1939,W,185507.21,459362.02,Hoenderloo%2004.jpg,,,,
Hoenderloo,5,Ede 14,339303,Jachtslot St. Hubertus,1973,,185507.21,459362.02,Hoenderloo%2005.jpg,,,,
Hoensbroek,1,Hoensbroek 3,609359,R.K.K. Hoensbroek,juni 1951,W,192790.52,325950.52,Hoensbroek%2001.jpg,,,,
Hoensbroek,2,Hoensbroek 5,609...,Kasteel Hoensbroek,juni 1951,Z,192321.99,325348.83,Hoensbroek%2002.jpg,,,,
Hoensbroek,3,Hoensbroek 7,609359,R.K.K. Hoensbroek,juni 1951,ZW,192750.31,326076.22,Hoensbroek%2003.jpg,,,,
Hoensbroek,4,Hoensbroek 7,609359,R.K.K. Hoensbroek,1980,,192790.52,325950.52,Hoensbroek%2004.jpg,,,,
Hoensbroek,5,Hoensbroek 4,629364,R.K.K. Paters Montfortanen te Hoensbroek,juni 1951,WZW,193368.75,324500.29,Hoensbroek%2005.jpg,,,,
Hoenzadriel,1,Maasdriel 4,459…,G.K. Hoenzadriel,1946,Z,150984.53,418329.7,Hoenzadriel%2001.jpg,,,,
Hoevelaken,1,Hoevelaken 2,329...,Huis te Hoevelaken,,W,158889.41,465263.99,Hoevelaken%2001.jpg,,,,
Hoevelaken,2,Hoevelaken 1,329324,H.K. Hoevelaken,1941,W,159197.49,465128.61,Hoevelaken%2002.jpg,,,,
Hoeven,1,Hoeven 2,490323,R.K.K. Hoeven,1947,Z,99430.21,399523.86,Hoeven%2001.jpg,,,,
Hoeven,2,Hoeven 5,490...,"St. Gerardus Retraitehuis, Seppe",,,96660.43,397197.02,Hoeven%2002.jpg,,,,
Hoeven,3,Hoeven 6,490...,Seminarie Hoeven,1948,,99044.18,399730.97,Hoeven%2003.jpg,,,,
Hoeven,4,Hoeven 2,490323,R.K.K. Hoeven,augustus 1934,ZO,99430.21,399523.86,Hoeven%2004.jpg,,,,
Hollandscheveld,1,Hollandscheveld 1,229207,H.K. Hollandscheveld,1971,,232932.27,524986.86,Hollandscheveld%2001.jpg,,,,
Hollandscheveld,2,Hollandscheveld 1,229207,H.K. Hollandscheveld,1971,,232932.27,524986.86,Hollandscheveld%2002.jpg,,,,
Hollandscheveld,3,Hollandscheveld 1,229207,H.K. Hollandscheveld,17 augustus 1911,NO,232932.27,524986.86,Hollandscheveld%2003.jpg,,,,
Hollum,1,Hollum 2,10202,Vuurtoren Hollum,,,170853.83,607015.18,Hollum%2001.jpg,,,,
Hollum,2,Ameland 7,10201,H.K. Hollum,1953,ZZW,171868.85,605525.53,Hollum%2002.jpg,,,,
Hollum,3,Hollum 1,10201,H.K. Hollum,5 augustus 1925,ZW,171868.85,605525.53,Hollum%2003.jpg,,,,
Hollum,4,Hollum 2,10202,Vuurtoren ,13 augustus 1925,NW,170853.83,607015.18,Hollum%2004.jpg,,,,
Hollum,5,Hollum 1,10201,H.K. Hollum,13 augustus 1925,,171868.85,605525.53,Hollum%2005.jpg,,,,
Holset,1,Holset 1,629321,R.K.K. Holset,1986,,197333.77,309652.95,Holset%2001.jpg,,,,
Holset,2,Holset 1,629321,R.K.K. Holset,1986,,197333.77,309652.95,Holset%2002.jpg,,,,
Holset,3,Holset 1,629321,R.K.K. Holset,1986,,197333.77,309652.95,Holset%2003.jpg,,,,
Holten,1,Holten 1,289302,H.K. Holten,19 juli 1943,NW,225626.55,477536.38,Holten%2001.jpg,,,,
Holten,2,Holten 3,289802,Huize de Berg,8 juli 1943,ZO,225009.03,478358.61,Holten%2002.jpg,,,,
Holten,3,Holten 7,289...,Zuivelfabriek,20 juli 1943,ZO,225546.07,477734.55,Holten%2003.jpg,gesloopt,,,
Holten,4,Holten 5,289...,Dijkerhoek Huis nr. 38,2 juli 1943,ZO,221141.8,476816.83,Holten%2004.jpg,,,,
Holten,5,Holten 4,289...,Hotel Holterberg,16 juli 1943,W,225542.17,478630.14,Holten%2005.jpg,,,,
Holten,6,Holten 6,289...,Hoogspanningsmast,15 juli 1943,NO,,,Holten%2006.jpg,Groote Boer,,,x
Holthees,1,Vierlingsbeek 14,529315,R.K. Kapel Holthees,1950,O,197771.98,398778.81,Holthees%2001.jpg,,,,
Holtum,1,Born 8,609308,R.K.K. Holtum,1951,N,185568.43,339993.43,Holtum%2001.jpg,,,,
Holwerd,1,Holwerd 1,69207,H.K. Holwerd,1960,,188938.13,598419.24,Holwerd%2001.jpg,,,,
Holwerd,2,Holwerd 1,69207,H.K. Holwerd,21 juli 1959,Z,188938.13,598419.24,Holwerd%2002.jpg,,,,
Holwerd,3,Holwerd 1,69207,H.K. Holwerd,25 augusus 1925,Z,188938.13,598419.24,Holwerd%2003.jpg,,,,
Holwierde,1,Holwierde 1,70337,H.K. Holwierde,1988,,253750.13,597820,Holwierde%2001.jpg,,,,
Holwierde,2,Holwierde 1,70337,H.K. Holwierde,1912,,253750.13,597820,Holwierde%2002.jpg,,,,
Homburg (B),1,,629367,R.K.K. Homburg,1986,,192651.38,303859.49,Homburg%20%28B%29%2001.jpg,,,,
Homburg (B),2,,629367,R.K.K. Homburg,1986,,192651.38,303859.49,Homburg%20%28B%29%2002.jpg,,,,
Homburg (B),3,,629367,R.K.K. Homburg,1986,,192651.38,303859.49,Homburg%20%28B%29%2003.jpg,,,,
Homburg (B),4,,629208,RD steen Homburg,1986,,192561.79,302953.41,Homburg%20%28B%29%2004.jpg,,,,
Hommersum (Dld),1,Hommersum (Dld) 1,469302,R.K.K. Hommersum,1986,,199741.22,410553.71,Hommersum%20%28Dld%29%2001.jpg,,,,
Hommersum (Dld),2,Hommersum (Dld) 1,469302,R.K.K. Hommersum,1986,,199741.22,410553.71,Hommersum%20%28Dld%29%2002.jpg,,,,
Hommert,1,Hommert 2,609322,Steen R.D.,20 augustus 1931,Z,191625.19,327278.59,Hommert%2001.jpg,,,,
Hommert,2,Hommert 2,609322,Steen R.D.,20 augustus 1931,W,191625.19,327278.59,Hommert%2002.jpg,,,,
Hommerts,1,Hommerts 1,100202,H.K. Hommerts,1916,,172658.42,555216.47,Hommerts%2001.jpg,,,,
Hommerts,2,Hommerts 1,100202,H.K. Hommerts,2 juni 1916,N,172658.42,555216.47,Hommerts%2002.jpg,,,,
Homoet,1,Homoet 1,409324,H.K. Homoet,08-Sep-13,Z,182776.1,438368.39,Homoet%2001.jpg,,,,
Honselersdijk,1,Honselersdijk 2,379...,G.K. Honselersdijk,8 juni 1934,Z,75520,447414,Honselersdijk%2001.jpg,,,,
Honselersdijk,2,Honselersdijk 1,379322,R.K.K. Honselersdijk,12577,Z,75282.78,447212.83,Honselersdijk%2002.jpg,,,,
Hoofddorp,1,Hoofddorp 1,259...,R.K.K. Hoofddorp,1969,,107397.53,480232.99,Hoofddorp%2001.jpg,,,,
Hoofddorp,2,Hoofddorp 1,259...,R.K.K. Hoofddorp,17 juni 1916,Z,107397.53,480232.99,Hoofddorp%2002.jpg,,,,
Hoofddorp,3,Hoofddorp 2,259203,H.K. Hoofddorp,22-Sep-32,ZW,107346.81,479589.64,Hoofddorp%2003.jpg,,,,
Hoofdplaat,1,Hoofdplaat 1,489201,R.K.K. Hoofdplaat,18 juli 1961,N,34841.8,377038.7,Hoofdplaat%2001.jpg,,,,
Hoofdplaat,2,Hoofdplaat 2,489201,H.K. Hoofdplaat,9 oktober 1946,W,34841.8,377038.7,Hoofdplaat%2002.jpg,,,,
Hoofdplaat,3,Hoofdplaat 1,489201,R.K.K. Hoofdplaat,9 oktober 1946,NW,34841.8,377038.7,Hoofdplaat%2003.jpg,,,,
Hoofdplaat,4,Hoofdplaat 1,489201,R.K.K. Hoofdplaat,25 juli 1907,NW,34841.8,377038.7,Hoofdplaat%2004.jpg,,,,
Hoofdplaat,5,Hoofdplaat 2,489201,H.K. Hoofdplaat,1983,,34841.8,377038.7,Hoofdplaat%2005.jpg,,,,
Hoog Blokland,1,Hoog Blokland 1,380311,H.K. Hoog Blokland,3 juli 1917,ZW,126574.22,431784.01,Hoog%20Blokland%2001.jpg,,,,
Hoog Blokland,2,Hoog Blokland 1,380311,H.K. Hoog Blokland,mei 1963,,126574.22,431784.01,Hoog%20Blokland%2002.jpg,,,,
Hoog Keppel,1,Hoog Keppel 1,400322,H.K. Hoog Keppel,1957,Z,210747.07,446695.01,Hoog%20Keppel%2001.jpg,,,,
Hoog Keppel,2,Hoog Keppel 1,400322,H.K. Hoog Keppel,1972,,210747.07,446695.01,Hoog%20Keppel%2002.jpg,,,,
Hoog Keppel,3,Hoog Keppel 1,400322,H.K. Hoog Keppel,1972,,210747.07,446695.01,Hoog%20Keppel%2003.jpg,,,,
Hoog Soeren,1,Apeldoorn 56,339305,H.K. Hoog Soeren,1942,ZW,188180.85,470225.18,Hoog%20Soeren%2001.jpg,,,,
Hoog Soeren,2,Apeldoorn 53,339305,Steen R.D.,1942,W,188180.85,470225.18,Hoog%20Soeren%2002.jpg,,,,
Hoogcruts,1,Slenaken 2,629318,Huize 'Hoogcrutz',1973,,187118.52,309485.14,Hoogcruts%2001.jpg,,,,
Hoogcruts,2,Slenaken 2,629318,Huize 'Hoogcrutz',1973,,187118.52,309485.14,Hoogcruts%2002.jpg,,,,
Hoogcruts,3,Slenaken 2,629318,Huize 'Hoogcrutz',1973,,187118.52,309485.14,Hoogcruts%2003.jpg,,,,
Hoogcruts,4,Slenaken 2,629318,Huize 'Hoogcrutz',1973,,187118.52,309485.14,Hoogcruts%2004.jpg,,,,
Hoogcruts,5,Slenaken 2,629318,Huize 'Hoogcrutz',1973,,187118.52,309485.14,Hoogcruts%2005.jpg,,,,
Hooge Mierde,1,Hooge en Lage Mierde 1,500309,R.K.K. Hooge Mierde,12 juli 1933,NO,137085.83,377634.15,Hooge%20Mierde%2001.jpg,,,,
Hooge Mierde,2,Hooge en Lage Mierde 1,500309,R.K.K. Hooge Mierde,24 juni 1903,W,137085.83,377634.15,Hooge%20Mierde%2002.jpg,,,,
Hooge Mierde,3,Hooge en Lage Mierde 1,500309,R.K.K. Hooge Mierde,1978,,137085.83,377634.15,Hooge%20Mierde%2003.jpg,,,,
Hooge Vuursche,1,,329349,RD steen De Hooge Vuursche,1977,,144497.19,467816.24,Hooge%20Vuursche%2001.jpg,,,,
Hooge Vuursche,2,,"329,,",Kasteel Hooge Vuursche,,,145332.58,468408.15,Hooge%20Vuursche%2002.jpg,,,,
Hooge Vuursche,3,,329349,RD steen De Hooge Vuursche,1977,,144497.19,467816.24,Hooge%20Vuursche%2003.jpg,,,,
Hooge Zwaluwe,1,Hooge en Lage Zwaluwe 2,449308,R.K.K. Hooge Zwaluwe,1975,,110842.67,410911.83,Hooge%20Zwaluwe%2001.jpg,,,,
Hooge Zwaluwe,2,Hooge en Lage Zwaluwe 2,449308,R.K.K. Hooge Zwaluwe,juni 1935,W,110842.67,410911.83,Hooge%20Zwaluwe%2002.jpg,,,,
Hoogeloon,1,Hoogeloon 2,519…,R.K.K. Hoogeloon,30 juni 1933,N,146738.16,378630.43,Hoogeloon%2001.jpg,,,,
Hoogeloon,2,Hoogeloon 2,519…,R.K.K. Hoogeloon,30 juni 1933,Z,146738.16,378630.43,Hoogeloon%2002.jpg,,,,
Hoogemade,1,Hoogmade 2,319…,H.K. Hoogemade,1935,W,100038.51,464868.68,Hoogemade%2001.jpg,,,,
Hoogengraven,1,Ommen 17,229…,Prot. CHr. School Hoogengraven (Ov),1980,,229349.93,506581.25,Hoogengraven%2001.jpg,Groepsfoto lagere school,,,
Hoogerheide,1,Hoogerheide 2,490306,R.K.K. Hoogerheide,1934,,80973.89,382070.13,Hoogerheide%2001.jpg,,,,
Hoogerheide,2,Hoogerheide 2,490306,R.K.K. Hoogerheide,6 augustus 1919,Z,80973.89,382070.13,Hoogerheide%2002.jpg,,,,
Hoogerheide,3,Hoogerheide 3,490306,R.K.K. Hoogerheide,augustus 1934,Z,80973.89,382070.13,Hoogerheide%2003.jpg,,,,
Hoogerheide,4,Woensdrecht 4,490…,"Steenfabriek 'De Vijver' Antwerpsestraatweg 140, Hoogerheide",1947,NO,80847.93,383910.76,Hoogerheide%2004.jpg,,,,
Hoogersmilde,1,Smilde 3,179802,Kalkzand- steenfabriek Albino,1948,Z,222286.2,545689.82,Hoogersmilde%2001.jpg,Twee foto's,,,
Hoogersmilde,2,Smilde 3,179802,Kalkzand- steenfabriek Albino,12-Sep-14,ZO,222286.2,545689.82,Hoogersmilde%2002.jpg,,,,
Hoogersmilde,3,Hoogersmilde 1,179802,Kalkzand- steenfabriek Albino,19 mei 1922,NO,222286.2,545689.82,Hoogersmilde%2003.jpg,,,,
Hoogersmilde,4,Smilde 7,179…,Zuivelfabriek 'Nooit gedacht' Hoogersmilde,1952,Z,222901.04,546868.29,Hoogersmilde%2004.jpg,,,,
Hoogeveen,1,Hoogeveen 12,179…,Raadhuis Hoogeveen,1952,ZW,228473.57,527088.6,Hoogeveen%2001.jpg,,,,
Hoogeveen,2,Hoogeveen 4,179302,Watertoren Hoogeveen,oktober 1958,Z,229750.04,527257.64,Hoogeveen%2002.jpg,,,,
Hoogeveen,3,Hoogeveen 4,179302,Watertoren Hoogeveen,1978,,229750.04,527257.64,Hoogeveen%2003.jpg,,,,
Hoogeveen,4,Hoogeveen 3,179…,Ambachtsschool Hoogeveen,,,228941.89,527099.49,Hoogeveen%2004.jpg,,,,
Hoogeveen,5,Hoogeveen 1,179…,G.K. Hoogeveen,,,228712.4,526911.28,Hoogeveen%2005.jpg,,,,
Hoogeveen,6,Hoogeveen 7,179…,R.K.K. Hoogeveen,,,228654.65,527647.39,Hoogeveen%2006.jpg,,,,
Hoogeveen,7,Hoogeveen 6,179…,Ziekenhuis Bethesda,,,227451.17,527183.75,Hoogeveen%2007.jpg,,,,
Hoogeveen,8,Hoogeveen 5,179…,G.K. Hoogeveen Bentincklaan,1934,NW,229314.35,526878.94,Hoogeveen%2008.jpg,Bentincklaan,,,
Hoogeveen,9,Hoogeveen 4,179302,Watertoren,1934,Z,229750.04,527257.64,Hoogeveen%2009.jpg,,,,
Hoogeveen,10,Hoogeveen 8,179…,Chr.School 't Haagje,1934,O,228931.17,526423.35,Hoogeveen%2010.jpg,,,,
Hoogeveen,11,Hoogeveen 2,179…,H.K. Hoogeveen,1934,NO,228850.82,527043.23,Hoogeveen%2011.jpg,,,,
Hooghalen,1,Beilen 6,179318,"Hijkerweg 3, Hooghalen",1948,NW,231773.76,547957.07,Hooghalen%2001.jpg,,,,
